Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,City,Zip Code,State,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date,Year,Month,Month Name,Quarter,Shipping Days,Profit Margin %,Year-Month
3108,22338,2013-05-13,Medium,36,200.08,0.05,Regular Air,-62.97,5.28,5.06,Bill Tyler,Bangor,04401,Maine,East,Consumer,Office Supplies,Paper,Astroparche® Fine Business Paper,Small Box,0.37,2013-05-14,2013,5,May,Q2,1,-31.47241103558576,2013-05
7259,51783,2014-11-10,Medium,13,646.55,0.05,Regular Air,244.13,48.04,5.79,Brian Stugart,Colchester,05439,Vermont,East,Consumer,Office Supplies,Paper,Xerox 1937,Small Box,0.37,2014-11-12,2014,11,November,Q4,2,37.75887402366406,2014-11
1857,13348,2013-11-06,Medium,35,4890.58,0.05,Regular Air,310.51,140.85,19.99,Jim Kriz,Fairborn,45324,Ohio,East,Consumer,Office Supplies,Storage & Organization,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",Small Box,0.73,2013-11-07,2013,11,November,Q4,1,6.3491446822258295,2013-11
2697,19522,2012-10-19,Medium,44,161.8,0.06,Regular Air,21.335,3.8,1.49,Alan Haines,Tonawanda,14150,New York,East,Consumer,Office Supplies,Binders and Binder Accessories,Durable Pressboard Binders,Small Box,0.38,2012-10-20,2012,10,October,Q4,1,13.186032138442522,2012-10
2372,17186,2012-01-26,Medium,11,67.14,0.07,Regular Air,-29.98,5.98,5.35,Ken Brennan,Mount Lebanon,15228,Pennsylvania,East,Consumer,Office Supplies,Paper,Xerox 1947,Small Box,0.4,2012-01-28,2012,1,January,Q1,2,-44.652963955913016,2012-01
3543,25249,2015-11-06,Medium,34,926.85,0.09,Regular Air,382.942,28.53,1.49,Vivian Mathis,Olney,20832,Maryland,East,Consumer,Office Supplies,Binders and Binder Accessories,Lock-Up Easel 'Spel-Binder',Small Box,0.38,2015-11-08,2015,11,November,Q4,2,41.31650213087339,2015-11
3215,23078,2014-09-14,Medium,8,342.27,0.09,Regular Air,-17.68,40.99,19.99,Jay Fine,Brookline,02445,MA,East,Consumer,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Small Box,0.36,2014-09-16,2014,9,September,Q3,2,-5.165512607006165,2014-09
3216,23078,2014-09-14,Medium,18,168.95,0.1,Regular Air,-15.9,9.78,5.76,Jay Fine,Norwich,06360,Connecticut,East,Consumer,Office Supplies,Envelopes,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Small Box,0.35,2014-09-14,2014,9,September,Q3,0,-9.411068363421132,2014-09
7296,52007,2015-04-14,Medium,25,68.54,0.1,Regular Air,22.2,2.88,0.5,Alejandro Grove,Cincinnati,45231,Ohio,East,Consumer,Office Supplies,Labels,Avery 507,Small Box,0.39,2015-04-14,2015,4,April,Q2,0,32.38984534578348,2015-04
6778,48263,2013-03-08,Medium,28,164.22,0.1,Regular Air,-124.72,5.98,7.5,Alex Grayson,Sharon,02067,MA,East,Consumer,Office Supplies,Paper,Xerox 1920,Small Box,0.4,2013-03-09,2013,3,March,Q1,1,-75.94690049933017,2013-03
8008,57217,2014-01-20,Medium,35,422.25,0.06,Regular Air,-116.02,11.66,7.95,Alan Haines,Troy,12180,New York,East,Consumer,Office Supplies,Pens & Art Supplies,"Hunt BOSTON® Vista® Battery-Operated Pencil Sharpener, Black",Small Pack,0.58,2014-01-22,2014,1,January,Q1,2,-27.476613380698637,2014-01
3217,23078,2014-09-14,Medium,39,577.95,0.07,Regular Air,-86.43,15.73,7.42,Jay Fine,South Portland,04106,Maine,East,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Acme Galleria® Hot Forged Steel Scissors with Colored Handles,Small Pack,0.56,2014-09-16,2014,9,September,Q3,2,-14.954580846093954,2014-09
5605,39744,2012-07-05,Medium,6,63.61,0.01,Regular Air,7.59,10.06,2.06,Anne Pryor,Utica,13501,New York,East,Consumer,Office Supplies,Paper,Riverleaf Stik-Withit® Designer Note Cubes®,Wrap Bag,0.39,2012-07-07,2012,7,July,Q3,2,11.932086149976419,2012-07
6002,42528,2013-02-22,Medium,46,161.28,0.01,Regular Air,56.73,3.49,0.76,Alex Grayson,New Haven,06510,Connecticut,East,Consumer,Office Supplies,Rubber Bands,OIC Bulk Pack Metal Binder Clips,Wrap Bag,0.39,2013-02-24,2013,2,February,Q1,2,35.17485119047619,2013-02
7619,54528,2014-01-03,Medium,15,92.03,0.03,Regular Air,19.71,6.08,0.91,Ralph Arnett,Essex,21221,Maryland,East,Consumer,Office Supplies,Pens & Art Supplies,Zebra Zazzle Fluorescent Highlighters,Wrap Bag,0.51,2014-01-04,2014,1,January,Q1,1,21.416929262197108,2014-01
1120,8195,2014-01-05,Medium,26,87.52,0.03,Regular Air,-70.02,3.28,3.97,Ralph Arnett,Essex,21221,Maryland,East,Consumer,Office Supplies,Pens & Art Supplies,Newell 337,Wrap Bag,0.56,2014-01-06,2014,1,January,Q1,1,-80.00457038391224,2014-01
2698,19522,2012-10-19,Medium,37,64.36,0.06,Regular Air,-1.53,1.76,0.7,Alan Haines,Tonawanda,14150,New York,East,Consumer,Office Supplies,Pens & Art Supplies,Newell 310,Wrap Bag,0.56,2012-10-20,2012,10,October,Q4,1,-2.377252952144189,2012-10
6779,48263,2013-03-08,Medium,25,135.91,0.07,Regular Air,37.5,5.68,1.21,Alex Grayson,Woonsocket,02895,Rhode Island,East,Consumer,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Wrap Bag,0.4,2013-03-09,2013,3,March,Q1,1,27.591788683687735,2013-03
3465,24672,2015-03-17,Medium,37,192.92,0.09,Regular Air,74.58,5.43,0.95,Stuart Van,Shirley,11967,New York,East,Consumer,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",Wrap Bag,0.36,2015-03-19,2015,3,March,Q1,2,38.658511300020734,2015-03
6875,48994,2013-10-21,Not Specified,6,1086.39,0.03,Regular Air,-311.23,167.27,35.0,Christy Brittain,Milford,06460,Connecticut,East,Consumer,Office Supplies,Storage & Organization,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Large Box,0.85,2013-10-23,2013,10,October,Q4,2,-28.64809138522998,2013-10
6924,49381,2015-12-13,Not Specified,21,1537.5,0.04,Regular Air,-531.92,70.98,35.0,Stuart Van,Shirley,11967,New York,East,Consumer,Office Supplies,Storage & Organization,Sensible Storage WireTech Storage Systems,Large Box,0.8,2015-12-14,2015,12,December,Q4,1,-34.59642276422764,2015-12
6981,49891,2012-09-11,Not Specified,40,259.83,0.0,Regular Air,80.733,5.98,1.49,Darrin Sayre,Wilmington,01887,MA,East,Consumer,Office Supplies,Binders and Binder Accessories,Avery Hanging File Binders,Small Box,0.39,2012-09-13,2012,9,September,Q3,2,31.07146980718162,2012-09
5822,41316,2012-07-20,Not Specified,8,121.74,0.01,Regular Air,21.003500000000003,14.28,2.99,John Castell,Pottstown,19464,Pennsylvania,East,Consumer,Office Supplies,Binders and Binder Accessories,Avery Premier Heavy-Duty Binder with Round Locking Rings,Small Box,0.39,2012-07-21,2012,7,July,Q3,1,17.252751766058815,2012-07
8054,57504,2012-08-03,Not Specified,44,357.48,0.01,Regular Air,160.02,7.64,1.39,Sarah Brown,Depew,14043,New York,East,Consumer,Office Supplies,Envelopes,Security-Tint Envelopes,Small Box,0.36,2012-08-06,2012,8,August,Q3,3,44.76334340382679,2012-08
1646,11877,2013-05-22,Not Specified,19,796.14,0.03,Regular Air,320.0675,41.94,2.99,David Wiener,Dover,19901,Delaware,East,Consumer,Office Supplies,Binders and Binder Accessories,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Small Box,0.35,2013-05-23,2013,5,May,Q2,1,40.20241414826538,2013-05
4762,33862,2013-06-21,Not Specified,22,125.57,0.03,Regular Air,-45.16,5.58,5.3,Vivek Gonzalez,Aspen Hill,20906,Maryland,East,Consumer,Office Supplies,Envelopes,Staples Brown Kraft Recycled Clasp Envelopes,Small Box,0.35,2013-06-22,2013,6,June,Q2,1,-35.964004141116504,2013-06
8343,59619,2013-02-12,Not Specified,12,76.04,0.04,Regular Air,-47.55,5.98,7.15,Maureen Gastineau,Marlborough,01752,MA,East,Consumer,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Small Box,0.36,2013-02-14,2013,2,February,Q1,2,-62.53287743293002,2013-02
6571,46725,2013-09-19,Not Specified,8,137.42,0.04,Regular Air,-24.86,16.91,6.25,Anne Pryor,Valley Stream,11580,New York,East,Consumer,Office Supplies,Storage & Organization,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Small Box,0.58,2013-09-20,2013,9,September,Q3,1,-18.090525396594384,2013-09
5995,42469,2015-11-08,Not Specified,18,2130.82,0.05,Regular Air,818.9155,120.98,9.07,Muhammed Yedwab,Sanford,04073,Maine,East,Consumer,Office Supplies,Binders and Binder Accessories,GBC VeloBinder Electric Binding Machine,Small Box,0.35,2015-11-09,2015,11,November,Q4,1,38.431941693808014,2015-11
3819,27232,2013-08-17,Not Specified,19,639.3,0.05,Regular Air,30.21,34.99,7.73,Ralph Arnett,Essex,21221,Maryland,East,Consumer,Office Supplies,Pens & Art Supplies,Hunt Boston® Vacuum Mount KS Pencil Sharpener,Small Box,0.59,2013-08-19,2013,8,August,Q3,2,4.7254809948381045,2013-08
6553,46597,2012-12-30,Not Specified,10,130.36,0.06,Regular Air,2.431,12.95,4.98,Michael Chen,North Tonawanda,14120,New York,East,Consumer,Office Supplies,Binders and Binder Accessories,GBC Binding covers,Small Box,0.4,2013-01-01,2012,12,December,Q4,2,1.8648358392144828,2012-12
3205,22980,2015-10-01,Not Specified,10,56.05,0.06,Regular Air,-27.73,4.98,5.49,Rob Haberlin,Pittsburgh,15122,Pennsylvania,East,Consumer,Office Supplies,Paper,Xerox 1952,Small Box,0.38,2015-10-02,2015,10,October,Q4,1,-49.47368421052632,2015-10
5161,36739,2012-10-07,Not Specified,16,68.04,0.07,Regular Air,-55.522,3.98,5.26,Pamela Stobb,Ossining,10562,New York,East,Consumer,Office Supplies,Binders and Binder Accessories,Ibico Presentation Index for Binding Systems,Small Box,0.38,2012-10-09,2012,10,October,Q4,2,-81.60199882422103,2012-10
7238,51619,2012-09-01,Not Specified,2,14.75,0.07,Regular Air,-11.4195,3.89,7.01,Stephanie Ulpright,Austintown,44515,Ohio,East,Consumer,Office Supplies,Binders and Binder Accessories,Avery Binder Labels,Small Box,0.37,2012-09-03,2012,9,September,Q3,2,-77.42033898305084,2012-09
6980,49891,2012-09-11,Not Specified,19,88.4,0.08,Regular Air,35.5,4.91,0.5,Darrin Sayre,Augusta,04330,Maine,East,Consumer,Office Supplies,Labels,Avery 508,Small Box,0.36,2012-09-11,2012,9,September,Q3,0,40.15837104072398,2012-09
8342,59619,2013-02-12,Not Specified,35,225.4,0.08,Regular Air,-165.48,6.48,8.4,Maureen Gastineau,Fair Lawn,07410,New Jersey,East,Consumer,Office Supplies,Paper,Xerox 212,Small Box,0.37,2013-02-14,2013,2,February,Q1,2,-73.41614906832298,2013-02
5994,42469,2015-11-08,Not Specified,31,934.87,0.09,Regular Air,98.6935,31.74,12.62,Muhammed Yedwab,Bristol,06010,Connecticut,East,Consumer,Office Supplies,Binders and Binder Accessories,GBC Wire Binding Strips,Small Box,0.37,2015-11-09,2015,11,November,Q4,1,10.556922352840502,2015-11
5570,39460,2012-05-01,Not Specified,25,172.42,0.09,Regular Air,-71.59899999999999,7.1,6.05,Stephanie Ulpright,Akron,44312,Ohio,East,Consumer,Office Supplies,Binders and Binder Accessories,"Wilson Jones Hanging View Binder, White, 1""",Small Box,0.39,2012-05-03,2012,5,May,Q2,2,-41.525925066697596,2012-05
8359,59745,2012-04-18,Not Specified,36,18092.66,0.09,Regular Air,7917.7585,525.98,19.99,Alejandro Grove,Cleveland,44105,Ohio,East,Consumer,Office Supplies,Binders and Binder Accessories,GBC DocuBind 300 Electric Binding Machine,Small Box,0.37,2012-04-20,2012,4,April,Q2,2,43.76226878745303,2012-04
3255,23303,2012-06-19,Not Specified,39,238.49,0.09,Regular Air,-110.56,6.48,6.22,Ralph Arnett,Essex,21221,Maryland,East,Consumer,Office Supplies,Paper,Xerox 1894,Small Box,0.37,2012-06-21,2012,6,June,Q2,2,-46.35833787580192,2012-06
7237,51619,2012-09-01,Not Specified,6,958.06,0.09,Regular Air,-77.09,165.2,19.99,Stephanie Ulpright,Akron,44312,Ohio,East,Consumer,Office Supplies,Storage & Organization,Economy Rollaway Files,Small Box,0.59,2012-09-02,2012,9,September,Q3,1,-8.046468905914034,2012-09
5305,37763,2015-02-07,Not Specified,29,169.61,0.1,Regular Air,-211.0595,5.94,9.92,Alan Haines,Tonawanda,14150,New York,East,Consumer,Office Supplies,Binders and Binder Accessories,Storex Dura Pro™ Binders,Small Box,0.38,2015-02-08,2015,2,February,Q1,1,-124.43812275219621,2015-02
7911,56580,2014-08-13,Not Specified,9,73.05,0.1,Regular Air,-17.03,8.34,4.82,Karen Daniels,Findlay,45840,Ohio,East,Consumer,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,Small Box,0.4,2014-08-13,2014,8,August,Q3,0,-23.312799452429843,2014-08
5989,42439,2013-06-18,Not Specified,28,164.5,0.01,Regular Air,62.68,5.84,1.0,Pamela Stobb,Plainview,11803,New York,East,Consumer,Office Supplies,Pens & Art Supplies,"Quartet Omega® Colored Chalk, 12/Pack",Wrap Bag,0.38,2013-06-19,2013,6,June,Q2,1,38.10334346504559,2013-06
6570,46725,2013-09-19,Not Specified,13,80.0,0.03,Regular Air,10.96,5.84,1.2,Anne Pryor,Valley Stream,11580,New York,East,Consumer,Office Supplies,Pens & Art Supplies,Newell 312,Wrap Bag,0.55,2013-09-21,2013,9,September,Q3,2,13.700000000000001,2013-09
7236,51619,2012-09-01,Not Specified,46,100.6,0.03,Regular Air,11.55,2.21,1.0,Stephanie Ulpright,Akron,44312,Ohio,East,Consumer,Office Supplies,Pens & Art Supplies,"Quartet Alpha® White Chalk, 12/Pack",Wrap Bag,0.38,2012-09-02,2012,9,September,Q3,1,11.481113320079524,2012-09
1628,11779,2013-06-28,Not Specified,45,311.1,0.04,Regular Air,86.6,6.88,2.0,Alex Grayson,Ewing,08618,New Jersey,East,Consumer,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Wrap Bag,0.39,2013-06-30,2013,6,June,Q2,2,27.83670845387335,2013-06
3831,27300,2015-09-30,Not Specified,27,55.68,0.04,Regular Air,0.26,2.1,0.7,Stephanie Ulpright,Akron,44312,Ohio,East,Consumer,Office Supplies,Pens & Art Supplies,"Sanford EarthWrite® Recycled Pencils, Medium Soft, #2",Wrap Bag,0.57,2015-09-30,2015,9,September,Q3,0,0.4669540229885058,2015-09
2345,16897,2015-06-15,Not Specified,48,107.7,0.06,Regular Air,14.97,2.21,1.0,Sally Hughsby,North Ridgeville,44039,Ohio,East,Consumer,Office Supplies,Pens & Art Supplies,"Quartet Alpha® White Chalk, 12/Pack",Wrap Bag,0.38,2015-06-17,2015,6,June,Q2,2,13.899721448467966,2015-06
1647,11877,2013-05-22,Not Specified,31,142.96,0.09,Regular Air,33.59,4.73,1.52,David Wiener,Dover,19901,Delaware,East,Consumer,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Wrap Bag,0.36,2013-05-24,2013,5,May,Q2,2,23.496082820369335,2013-05
3955,28225,2012-01-22,Critical,13,1160.59,0.01,Regular Air,-330.14,80.98,35.0,Guy Phonely,Elyria,44035,Ohio,East,Corporate,Office Supplies,Storage & Organization,"Carina 42""Hx23 3/4""W Media Storage Unit",Large Box,0.83,2012-01-24,2012,1,January,Q1,2,-28.44587666617841,2012-01
1041,7623,2012-10-27,Critical,18,5459.32,0.03,Regular Air,1603.12,300.65,24.49,Sheri Gordon,Rochester,14609,New York,East,Corporate,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Large Box,0.52,2012-10-29,2012,10,October,Q4,2,29.364829319402414,2012-10
5192,36896,2012-11-02,Critical,21,3508.33,0.04,Regular Air,-546.98,167.27,35.0,Xylona Price,Bowling Green,43402,Ohio,East,Corporate,Office Supplies,Storage & Organization,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Large Box,0.85,2012-11-02,2012,11,November,Q4,0,-15.590893673058122,2012-11
7693,55140,2013-07-03,Critical,39,438.8,0.09,Regular Air,-84.19,11.7,6.96,Candace McMahon,Morgantown,26501,West Virginia,East,Corporate,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,Medium Box,0.5,2013-07-05,2013,7,July,Q3,2,-19.186417502278942,2013-07
5888,41766,2015-09-11,Critical,7,273.42,0.0,Regular Air,10.064,34.54,14.72,Stefania Perrino,Concord,01742,MA,East,Corporate,Office Supplies,Binders and Binder Accessories,GBC Recycled Grain Textured Covers,Small Box,0.37,2015-09-12,2015,9,September,Q3,1,3.6807841416136347,2015-09
5190,36896,2012-11-02,Critical,12,34.01,0.0,Regular Air,10.58,2.61,0.5,Xylona Price,Bowling Green,43402,Ohio,East,Corporate,Office Supplies,Labels,Avery 494,Small Box,0.39,2012-11-04,2012,11,November,Q4,2,31.108497500735076,2012-11
6909,49312,2014-02-20,Critical,30,164.41,0.0,Regular Air,-128.52,4.98,7.54,Deanra Eno,Hanover,02339,MA,East,Corporate,Office Supplies,Paper,Xerox 1961,Small Box,0.38,2014-02-21,2014,2,February,Q1,1,-78.17042758956269,2014-02
4570,32516,2013-10-23,Critical,7,60.19,0.01,Regular Air,6.44,7.78,2.5,Robert Marley,Middletown,45042,Ohio,East,Corporate,Office Supplies,Envelopes,Staples #10 Colored Envelopes,Small Box,0.38,2013-10-25,2013,10,October,Q4,2,10.6994517361688,2013-10
3851,27461,2013-02-25,Critical,26,1096.17,0.01,Regular Air,110.78,40.99,19.99,Candace McMahon,Morgantown,26501,West Virginia,East,Corporate,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Small Box,0.36,2013-02-25,2013,2,February,Q1,0,10.106096682083983,2013-02
3071,22020,2013-05-16,Critical,37,498.28,0.01,Regular Air,10.18,13.48,4.51,Harold Dahlen,Watertown,06795,Connecticut,East,Corporate,Office Supplies,Storage & Organization,"Tenex Personal Project File with Scoop Front Design, Black",Small Box,0.59,2013-05-17,2013,5,May,Q2,1,2.0430280163763346,2013-05
2820,20354,2015-09-19,Critical,24,76.06,0.02,Regular Air,30.03,3.15,0.49,Logan Haushalter,New City,10956,New York,East,Corporate,Office Supplies,Labels,Self-Adhesive Removable Labels,Small Box,0.37,2015-09-21,2015,9,September,Q3,2,39.48198790428609,2015-09
5511,39076,2012-12-10,Critical,41,222.65,0.02,Regular Air,-131.16,5.28,6.26,Tom Stivers,Rotterdam,12306,New York,East,Corporate,Office Supplies,Paper,Xerox 1928,Small Box,0.4,2012-12-11,2012,12,December,Q4,1,-58.90860094318436,2012-12
5411,38466,2014-08-16,Critical,15,105.48,0.02,Regular Air,-53.99,6.48,7.37,Jane Waco,Xenia,45385,Ohio,East,Corporate,Office Supplies,Paper,Xerox 210,Small Box,0.37,2014-08-17,2014,8,August,Q3,1,-51.18505877891544,2014-08
3352,24003,2012-10-30,Critical,50,1318.49,0.02,Regular Air,4.69,24.98,8.79,Dan Campbell,Danbury,06810,Connecticut,East,Corporate,Office Supplies,Storage & Organization,2300 Heavy-Duty Transfer File Systems by Perma,Small Box,0.66,2012-10-31,2012,10,October,Q4,1,0.35570994091726144,2012-10
4569,32516,2013-10-23,Critical,15,43.96,0.03,Regular Air,-0.2415,2.78,1.49,Robert Marley,Middletown,45042,Ohio,East,Corporate,Office Supplies,Binders and Binder Accessories,Acco Suede Grain Vinyl Round Ring Binder,Small Box,0.39,2013-10-25,2013,10,October,Q4,2,-0.5493630573248407,2013-10
5493,38976,2013-12-24,Critical,46,944.76,0.03,Regular Air,165.46,19.98,8.68,Paul Knutson,Bergenfield,07621,New Jersey,East,Corporate,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,Small Box,0.37,2013-12-26,2013,12,December,Q4,2,17.51344256742453,2013-12
7898,56486,2012-05-27,Critical,11,73.62,0.03,Regular Air,-23.5,5.98,5.35,Sheri Gordon,Rome,13440,New York,East,Corporate,Office Supplies,Paper,Xerox 1947,Small Box,0.4,2012-05-28,2012,5,May,Q2,1,-31.920673729964683,2012-05
2562,18528,2014-04-29,Critical,22,136.24,0.03,Regular Air,-96.22,5.78,7.96,Jas O'Carroll,Youngstown,44511,Ohio,East,Corporate,Office Supplies,Paper,Xerox 196,Small Box,0.36,2014-05-01,2014,4,April,Q2,2,-70.62536699941279,2014-04
6287,44487,2012-09-10,Critical,37,558.77,0.03,Regular Air,-92.87,15.14,4.53,Helen Wasserman,Elmira,14901,New York,East,Corporate,Office Supplies,Storage & Organization,Eldon® Gobal File Keepers,Small Box,0.81,2012-09-12,2012,9,September,Q3,2,-16.620434167904506,2012-09
4967,35360,2014-04-17,Critical,4,41.06,0.04,Regular Air,-16.3875,8.88,6.28,Yana Sorensen,Dover,03820,New Hampshire,East,Corporate,Office Supplies,Binders and Binder Accessories,GBC Instant Index™ System for Binding Systems,Small Box,0.35,2014-04-19,2014,4,April,Q2,2,-39.9111056989771,2014-04
5410,38466,2014-08-16,Critical,37,111.37,0.04,Regular Air,46.46,2.89,0.5,Jane Waco,Xenia,45385,Ohio,East,Corporate,Office Supplies,Labels,Avery 498,Small Box,0.38,2014-08-18,2014,8,August,Q3,2,41.71679985633474,2014-08
2835,20451,2015-05-25,Critical,33,1809.21,0.04,Regular Air,454.49,55.29,5.08,Bill Overfelt,Dayton,45406,Ohio,East,Corporate,Office Supplies,Storage & Organization,Recycled Steel Personal File for Standard File Folders,Small Box,0.59,2015-05-27,2015,5,May,Q2,2,25.12090912608265,2015-05
1021,7458,2015-04-04,Critical,16,226.81,0.05,Regular Air,-5.3705,14.45,7.17,Karen Carlisle,Andover,01810,MA,East,Corporate,Office Supplies,Binders and Binder Accessories,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Small Box,0.38,2015-04-06,2015,4,April,Q2,2,-2.367840924121511,2015-04
1314,9635,2012-04-12,Critical,1,3.42,0.05,Regular Air,-2.9094999999999995,1.88,1.49,Andy Reiter,Fort Lee,07024,New Jersey,East,Corporate,Office Supplies,Binders and Binder Accessories,Staples® General Use 3-Ring Binders,Small Box,0.37,2012-04-14,2012,4,April,Q2,2,-85.07309941520467,2012-04
2987,21573,2015-04-25,Critical,31,96.23,0.05,Regular Air,24.05,3.08,0.99,Don Weiss,Bethel Park,15102,Pennsylvania,East,Corporate,Office Supplies,Labels,Avery 511,Small Box,0.37,2015-04-27,2015,4,April,Q2,2,24.992206172711214,2015-04
3349,23968,2014-03-03,Critical,19,127.48,0.05,Regular Air,-41.99,6.48,5.84,Tracy Poddar,Bergenfield,07621,New Jersey,East,Corporate,Office Supplies,Paper,Xerox 226,Small Box,0.37,2014-03-06,2014,3,March,Q1,3,-32.93850015688736,2014-03
5415,38501,2012-04-27,Critical,11,78.68,0.05,Regular Air,-29.07,6.48,6.22,Guy Phonely,Euclid,44117,Ohio,East,Corporate,Office Supplies,Paper,Xerox 1894,Small Box,0.37,2012-04-28,2012,4,April,Q2,1,-36.94712760549059,2012-04
5467,38851,2015-06-10,Critical,1,8.49,0.06,Regular Air,-5.7385,3.74,4.69,Brad Thomas,Westbrook,04092,Maine,East,Corporate,Office Supplies,Binders and Binder Accessories,Accohide Poly Flexible Ring Binders,Small Box,0.35,2015-06-11,2015,6,June,Q2,1,-67.59128386336867,2015-06
4218,29985,2015-07-11,Critical,2,24.51,0.06,Regular Air,-18.262,8.04,8.94,Guy Phonely,Elyria,44035,Ohio,East,Corporate,Office Supplies,Binders and Binder Accessories,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Small Box,0.4,2015-07-13,2015,7,July,Q3,2,-74.50836393308853,2015-07
3281,23429,2012-03-18,Critical,28,154.61,0.06,Regular Air,-82.823,5.34,5.63,Beth Thompson,Drexel Hill,19026,Pennsylvania,East,Corporate,Office Supplies,Binders and Binder Accessories,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Small Box,0.39,2012-03-18,2012,3,March,Q1,0,-53.56898001422934,2012-03
5855,41569,2013-07-20,Critical,49,617.34,0.06,Regular Air,47.1,12.28,6.47,Kean Nguyen,Mansfield,44903,Ohio,East,Corporate,Office Supplies,Paper,Xerox 1881,Small Box,0.38,2013-07-21,2013,7,July,Q3,1,7.629507240742541,2013-07
2561,18528,2014-04-29,Critical,33,340.97,0.07,Regular Air,-22.82,10.98,3.99,Jas O'Carroll,Youngstown,44511,Ohio,East,Corporate,Office Supplies,Appliances,Staples Surge Protector 6 outlet,Small Box,0.58,2014-04-30,2014,4,April,Q2,1,-6.692670909464176,2014-04
1576,11396,2015-07-21,Critical,42,12270.3,0.07,Regular Air,4842.3735,304.99,19.99,Matt Connell,Massillon,44646,Ohio,East,Corporate,Office Supplies,Binders and Binder Accessories,Ibico Hi-Tech Manual Binding System,Small Box,0.4,2015-07-22,2015,7,July,Q3,1,39.46418180484585,2015-07
4215,29957,2013-03-12,Critical,31,1447.62,0.07,Regular Air,576.39,48.04,7.23,Dave Brooks,Wheeling,26003,West Virginia,East,Corporate,Office Supplies,Paper,Xerox 1885,Small Box,0.37,2013-03-13,2013,3,March,Q1,1,39.816388278691925,2013-03
5848,41504,2015-10-28,Critical,20,302.94,0.07,Regular Air,-30.2,15.51,5.8,Paul Knutson,South Burlington,05403,Vermont,East,Corporate,Office Supplies,Storage & Organization,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Small Box,0.6,2015-10-30,2015,10,October,Q4,2,-9.968970753284479,2015-10
7429,52934,2014-07-26,Critical,20,92.15,0.08,Regular Air,36.98,4.91,0.5,Sara Luxemburg,Sanford,04073,Maine,East,Corporate,Office Supplies,Labels,Avery 508,Small Box,0.36,2014-07-27,2014,7,July,Q3,1,40.13022246337493,2014-07
5806,41185,2012-12-05,Critical,2,18.81,0.08,Regular Air,-12.83,5.78,7.96,Ben Ferrer,Cuyahoga Falls,44221,Ohio,East,Corporate,Office Supplies,Paper,Xerox 196,Small Box,0.36,2012-12-06,2012,12,December,Q4,1,-68.20839978734716,2012-12
5409,38466,2014-08-16,Critical,22,136.18,0.08,Regular Air,-43.26,5.98,5.46,Jane Waco,Wooster,44691,Ohio,East,Corporate,Office Supplies,Paper,Xerox 1983,Small Box,0.36,2014-08-17,2014,8,August,Q3,1,-31.766779262740485,2014-08
7739,55425,2014-10-31,Critical,7,73.86,0.08,Regular Air,-52.49,9.71,9.45,Paul Knutson,Gorham,04038,Maine,East,Corporate,Office Supplies,Storage & Organization,Filing/Storage Totes and Swivel Casters,Small Box,0.6,2014-11-01,2014,10,October,Q4,1,-71.06688329271596,2014-10
7406,52837,2015-01-17,Critical,32,5934.39,0.08,Regular Air,519.55,193.17,19.99,Julie Kriz,Manchester,03101,New Hampshire,East,Corporate,Office Supplies,Storage & Organization,Fellowes Staxonsteel® Drawer Files,Small Box,0.71,2015-01-19,2015,1,January,Q1,2,8.75490151473024,2015-01
